Item_Number, UPC_Code, Quantity_NC, Quantity_AZ
1-G2S939,725327616290,16,15
1-G2S939-C,725327617433,0,0
1-G3B941,725327625766,0,0
1-G3B941-10,725327626480,29,13
1-G3B941-15,725327625810,99+,99+
1-G3B941-17,725327629368,99+,93
1-G3B941-CK3,725327937999,0,0
1-G3B941G,725327625803,26,32
1-G3B941G-15,725327625957,29,63
1-G3B941T,725327625773,67,41
1-G3B941T-15,725327625988,99+,75
1-G3B949,725327625704,99+,99+
1-G3B949-10,725327626497,19,18
1-G3B949-15,725327625759,63,99+
1-G3C931,725327619307,0,14
1-G3C931-10,725327934479,9,3
1-G3C931-MA,725327625650,0,0
1-G3C931-SP3,725327937609,0,0
1-G3C931-SP4,725327937616,0,0
1-G3C931G-ZEB,725327630968,0,6
1-G3C939,725327619437,0,21
1-G3C93C,725327630951,1,7
1-G3CP931,725327623601,99+,96
1-G3CP931-10,725327631705,31,6
1-G3CSR9031,725327626343,22,6
1-G3P941,725327620211,99+,99+
1-G3P941-TAC,725327936558,46,61
1-G3P941-TL1,725327934981,3,2
1-G3XLSR9041,725327626374,84,99+
1-G3XSR9031,725327626367,97,21
1-GX4M931,725327935391,0,0
1-GX4M931-10,725327935827,49,58
1-GX4M931B,725327937753,6,24
1-GX4M931G,725327937739,23,21
1-GX4M93B,725327936008,25,17
1-GX4M93C,725327936015,98,47
1-GX4M93E,725327935988,18,17
1-GX4MP931,725327935513,99+,99+
1-GX4MP931-10,725327936596,6,0
1-GX4MP931-RI,725327937692,0,0
1-GX4MP931-TL1,725327938101,68,70
1-TH9041,725327615316,16,1
1-TH9C031,725327615347,87,66
1-TX22131,725327939504,0,22
1-TX22131-10,725327939511,0,0
1-TX22131-RI,725327939924,0,0
1-TX22141,725327932017,0,0
1-TX22141-10,725327932161,7,0
1-TX22141-10US1,725327935018,41,99+
1-TX22141-US1,725327935001,31,67
1-TX22141F,725327932369,27,17
1-TX22231,725327939580,21,18
1-TX22241,725327932512,25,8
1-TX22C151,725327932741,7,10
1-TX22C151-T,725327936664,14,28
17B6,725327342021,0,0
17SS6,725327341468,0,0
2-32721,725327627418,0,0
2-32729,725327627449,0,0
2-357051RH,725327617563,0,0
2-357065RH,725327617594,0,0
2-357081RH,725327617600,0,0
2-357085RH,725327617617,0,0
2-380121UL,725327609377,0,0
2-380129UL,725327610236,0,0
2-440029TKRT,725327605379,0,0
2-440041TKR,725327351238,0,0
44SS4,725327204022,0,0
2-440049TKR,725327351245,0,0
2-440061RH,725327617556,0,0
M44-6SS,725327204046,0,0
2-440081RH,725327615583,0,0
2-440085RH,725327615965,0,0
2-441021PFS,725327610694,A*,A*
2-441029TCPLY,725327608332,A*,A*
2-441031MAG,725327604532,A*,A*
2-441031T,725327602118,A*,A*
2-441031TC,725327607083,A*,A*
2-441039MAG,725327604525,A*,A*
2-441039T,725327602125,A*,A*
2-441039TC,725327607090,A*,A*
2-441061MAG,725327611189,0,0
2-441061T,725327600954,A*,A*
2-441069MAG,725327611172,0,0
2-441069T,725327600978,0,0
2-454081RH,725327617662,0,0
2-454085RH,725327617679,0,0
2-460051RH,725327620617,0,0
2-460055RH,725327620624,0,0
2-460061RH,725327620648,0,0
2-460065RH,725327620631,0,0
2-460081RH,725327619079,0,0
2-460085RH,725327619062,0,0
M605-2B,725327203018,0,0
2-605021PLY,725327609681,0,0
M605-2SS,725327203025,0,0
2-605029PLY,725327609698,A*,A*
2-60531NS,725327935056,0,0
2-60535NS,725327938002,61,39
2-60535NSVZ,725327935063,0,0
2-60539NS,725327935049,0,0
2-6053CNS,725327935070,A*,A*
2-605P31,725327634447,0,0
2-605P39,725327634430,0,23
M608-4SS,725327320142,A*,A*
M608-6SS,725327320166,0,0
627SS4,725327340386,0,0
627SS6,725327340836,A*,A*
65B4,725327200031,A*,A*
65SS4,725327330080,A*,A*
66B4,725327200130,0,0
66SS4,725327200154,0,0
66B6,725327200161,A*,A*
66SS6,725327200185,A*,A*
2-692031,725327616023,A*,A*
2-692039,725327616009,0,0
2-692061,725327616016,0,0
2-692069,725327615996,A*,A*
M82-4B,725327200727,0,0
2-856021CH,725327617488,10,0
2-856021SW,725327934004,0,0
2-856021ULCH,725327617501,0,11
2-856029CH,725327617495,7,0
2-856029SW,725327934011,0,0
2-856029ULCH,725327617518,0,20
2-85621,725327620839,17,6
2-85629,725327620846,0,5
2-85629UL,725327620860,0,0
2-85631E-NSVZ,725327936763,5,5
2-85631NS,725327933878,56,36
2-85635NSVZ,725327933892,24,24
2-85639NS,725327933854,0,0
2-8563CNS,725327933908,0,0
2-8563KCCH-NSVZ,725327935025,12,2
2-856EX39CH,725327937111,32,17
2-856P31,725327634461,0,0
2-856P39,725327634454,1,18
2-905021,725327341796,A*,A*
905SS2,725327341802,0,27
2-90503KCH-SNS,725327935032,0,0
2-942021,725327618287,0,0
2-942029,725327618560,0,0
2-942031,725327618713,0,0
2-942039,725327618720,0,0
358-0005-01,725327901150,0,0
358-0005-02,725327901167,0,0
358-0007-01,725327901181,0,8
358-0009-01,725327901204,0,0
358-0013-01,725327901297,0,0
358-0014-01,725327901303,14,10
358-0017-01,725327901389,0,0
358-0017-02,725327901396,2,0
358-0021-00,725327901495,0,12
358-0021-01,725327901501,0,0
358-0021-02,725327901518,6,1
358-0025-03,725327935377,0,0
5-11091-17,725327600251,0,0
5-11221PLY,725327610304,13,0
1-1911COM-USGR1,725327932833,0,0
1-GX4M931-CK1,725327937760,1,29
2-440085RH-DLX,725327931850,0,0
Z2301TAU1TX2214,,99+,29
2-441EX039,725327938026,0,0
2-460101RH,725327619093,0,0
2-460105RH,725327619086,0,0
2-500051RH,725327623892,0,0
2-500055RH,725327623878,0,0
2-500061RH,725327624196,0,0
2-500065RH,725327624189,0,0
2-500081RH,725327624028,0,0
2-500085RH,725327624004,0,0
2-500101RH,725327624066,0,0
2-500105RH,725327624042,0,0
TAU-ADJ,,0,0
CA-AGM-22-1,093674826700,18,0
CA-AGM-32-1,093674826717,11,0
CA-AHB-22-1,093674826663,26,6
CA-AHB-32-1,093674826670,16,7
CA-ARD-22-1,093674826687,21,2
CA-ARD-32-1,093674826694,17,6
CA-BR-22-1,093674824119,5,10
CA-BR-32-1,093674824102,7,5
L-BR-23-1,093674805156,10,7
LA-DTOM-22-1,093674819672,4,4
LA-HBG-24,093674825970,1,3
LZ-BTB-52-1,093674813588,0,7
LZ-DTOM-32-1,093674815001,26,2
LZ-FL-12-1,093674815346,7,6
LZ-WUS-32-1,093674817708,7,6
M-MDG-13-1,093674804784,1,2
MA-BR-12-1,093674818101,10,7
MA-MDG-14,0093674826151,4,2
MZ-AR15-32-1,093674814462,9,4
MZ-BRF-12-1,093674813991,3,4
MZ-TK-42-1,093674817234,12,6
MZ-US-32-1,093674817944,13,7
N-TKB-32-2,093674824096,6,3
N-TKG-22-2,093674824058,5,0
S-CAP-33-1,093674800922,2,0
SA-AB-32-1,093674823761,6,7
SA-FL-22-1,093674820159,6,4
SA-LPD-12-1,093674820685,11,7
SA-MDT-32-1,093674821248,6,3
SA-SUN-22-1,093674821774,20,4
SZ-BR-32-1,093674813502,16,3
SZ-CATI-62-1,093674814790,8,1
SZ-DPG-42-1,093674814950,4,0
XL-AR15-22-1,093674826793,16,5
XL-AR15-32-1,093674826809,15,6
XL-BR-22-1,093674826731,15,3
XL-BR-32-1,093674826748,7,5
XL-DTOM-22-1,093674826854,16,6
XL-DTOM-32-1,093674826861,9,6
XL-FL-22-1,093674826915,13,6
XL-FL-32-1,093674826922,13,6
XMC-ABK-12-1,093674826618,4,14
XMC-ABK-22-1,093674826625,25,9
AA-AB-22-1,093674826052,16,7
AA-AB-32-1,093674826069,9,2
AA-AB-52-1,093674826076,21,11
AA-AB-62-1,093674826083,14,7
MA-AG-22-1,093674826175,79,13
TA5,602686292030,0,0
TA5100D,602686292085,0,0
T1,602686211000,0,0
T1-14,602686441001,0,0
T1-14-50DC2,602686422833,0,0
T1-14C3,602686422369,0,0
T1-C,602686213004,0,0
T1100D,602686211086,A*,A*
T150D,602686211031,-2,0
T150DTG,602686214032,0,0
T150DTGTS,602686214230,A*,A*
T1B-14,602686441100,0,0
T1B100D,602686211185,0,0
T1B50D,602686211130,0,0
T1CH,602686421935,A*,A*
T5,602686212007,0,0
TM1,602686221009,A*,A*
TM1C,602686222006,A*,A*
TM1C1,602686422048,A*,A*
T13KT,602686211222,0,0
T14KT,602686211123,2,1
T11,602686210126,0,0
T30,602686210324,0,0
T32,0064581306438,0,0
T7,602686218016,0,0
1125572,661120102083,99+,99+
1125573,661120102090,99+,99+
1125574,661120102106,99+,99+
1125575,661120102113,99+,99+
1125576,661120102120,99+,99+
1125577,661120102137,99+,99+
8208,090161032705,0,0
3751-FF,010135037512,0,16
5428-PROMO,090161047013,0,0
JRT1X300,082442898353,0,4
JRT1X309,082442898360,3,0
JRTAC316IT,082442916705,15,6
JRTAC316L,082442875668,0,2
JRTAC316SBIT,082442916699,21,15
JRTAC382L,082442875705,0,0
JRTAC482L,082442897936,0,0
JRTXA315,082442858937,0,0
JRTXA315L,082442859668,0,0
JRTXA316,082442858807,0,0
JRTXA316L,082442859583,0,0
JRTXA318,082442858852,0,0
JRTXA318L,082442859576,0,0
JRTXA320,082442858869,0,0
JRTXA320L,082442859552,0,0
JRTXA331LR10,082442942858,1,3
JRTXA331R10,082442942841,0,0
JRTXA351,082442859194,0,0
JRTXA352L,082442859682,0,0
JRTXA370,082442859101,0,0
JRTXA370L,082442859828,0,0
JRTXA382,082442897844,0,2
JRTXA716,082442859743,1,0
JRTXA718,082442859774,0,0
JRTXA720,082442859729,0,0
JRTXA751,082442859750,0,0
JRTXA770,082442859835,0,0
JRTXB312,082442859545,0,0
JRTXB315,082442858982,0,0
JRTXB316,082442858876,0,0
JRTXB318,082442858814,0,0
JRTXB320,082442858821,1,2
JRTXB331R10,082442942865,5,18
JRTXB340,082442859026,0,0
JRTXB341,082442858906,0,0
JRTXB352,082442858975,2,0
JRTXB370,082442858890,3,3
JRTXB382,082442884929,9,0
JRTXB415,082442859415,3,4
JRTXB416,082442859019,0,0
JRTXB418,082442859378,0,0
JRTXB420,082442859248,1,4
JRTXB431R10,082442942872,0,0
JRTXB440,082442859514,0,0
JRTXB441,082442859279,0,0
JRTXB470,082442859293,0,0
JRTXC316,082442858883,0,0
JRTXC316S,082442859392,0,0
JRTXC382,082442867793,0,0
JRTXC382CA,082442875620,9,7
JRTXC382CAS,082442875644,0,0
JRTXC382S,082442867809,27,4
JRTXE312,082442859767,0,2
JRTXE312C,082442859217,0,0
JRTXE314C,082442859361,1,3
JRTXE315,082442858838,0,1
JRTXE315C,082442858920,1,2
JRTXE316,082442858760,0,0
JRTXE316C,082442858913,0,0
JRTXE318,082442858784,0,0
JRTXE320,082442858777,2,0
JRTXE331R10,082442942889,4,14
JRTXE340,082442859163,0,0
JRTXE341,082442859064,12,14
JRTXE352,082442858968,0,0
JRTXE352C,082442859071,3,4
JRTXE370,082442858944,2,0
JRTXE382,082442884912,28,0
JRTXF616,082442859323,0,0
JRTXF620,082442859255,0,0
JRTXF631R10,082442942919,0,0
JRTXF670,082442859439,0,0
JRTXG315,082442859804,0,0
JRTXG316,082442859781,2,0
JRTXG318,082442859620,0,0
JRTXG320,082442859569,0,0
JRTXG340,082442859880,0,0
JRTXG341,082442859873,0,0
JRTXG370,082442859859,0,0
JRTXH312,082442859477,0,0
JRTXH314,082442859538,0,0
JRTXRT316,082442928661,3,0
JRTXRT319,082442941042,0,0
JRTXRT331R10,082442942926,1,3
JRTXRT370,082442928715,1,4
JRTXRT382,082442928722,5,2
JRTXVA316,082442924632,3,2
JRTXVA319,082442941011,0,0
JRTXVA331R10,082442942902,15,3
JRTXVA382,082442924649,2,0
JRTXVW316,082442924700,1,2
JRTXVW319,082442941004,0,0
JRTXVW331R10,082442942896,1,8
JRTXVW382,082442924717,1,1
S5850372,082442811802,0,0
S5850373,082442811819,2,2
SAT73-003,040589018102,0,0
SAT73-113BTM,040589024196,0,0
SAT73-122LIB,040589020389,0,0
SAT73-22251,040589029016,96,53
CR351130LT,040589027333,0,0
CR351130WT,040589027661,0,0
CR451130T,040589027708,0,0
CR471130T,040589027685,0,0
CR5-84110440,040589029641,66,4
CR84110440,040589029634,40,0
CR841104421,040589029658,0,0
CR848804425,040589029672,0,0
A1201,040589120102,6,0
A1203,040589120300,4,4
A1204,040589120409,0,6
A1205B,040589027074,1,5
A1208FF,040589030678,0,0
A1210,040589121000,7,5
A1211,040589121109,4,6
A1238,040589123806,6,3
A1240,040589124001,24,6
A1250,040589125008,6,6
A1257,040589125701,2,0
A1260,040589126005,7,6
A1278,040589127804,6,6
A1284,040589128405,6,6
A1307,040589130705,13,15
A1308,040589130804,6,6
A1309,040589130903,6,6
A1314,040589027128,18,13
A1316,040589131603,5,3
A1380,040589138008,2,4
A1519,040589151908,0,0
A1520,040589152004,3,6
A1522,040589152202,5,2
A1577,040589023557,0,0
A1642,040589005935,12,12
A1644,040589005959,24,6
A1647,040589005980,19,29
A1720,040589172002,6,0
A1721,040589172101,0,0
A1738,040589016238,1,0
A1756,040589008998,6,0
A1780,040589005249,0,0
A1785,040589030432,0,0
A1792,040589011356,6,6
A1824,040589014074,18,0
A1880,040589021157,4,7
A1932,040589026978,12,6
A1933,040589020471,6,0
A1934,040589020488,12,6
A1935,040589020440,0,0
A1936,040589020457,24,12
A1937,040589020495,12,6
A1939,040589020501,0,0
A1940,040589022765,0,0
A1945,040589030456,0,0
A1946,040589030463,0,0
A1950,040589027845,10,6
A2000,040589024936,26,12
A2001,040589024943,12,19
A2003,040589024967,6,3
A2005,040589024981,24,21
A2007,040589025001,33,9
A2011,040589025049,77,18
A2013,040589029962,24,6
A3150,040589315003,4,2
A3700,040589370002,6,0
A3702,040589030401,0,0
A3801,040589021140,2,6
A3857,040589023748,6,0
A3964,040589030418,0,0
A791DS,040589002125,27,12
A793DS,040589002149,88,12
A798DS,040589002163,18,27
ASA45,040589994505,9,6
ASC22,040589992204,0,7
ASC223,040589992235,15,18
ASC308,040589993089,4,7
ASC38,040589993898,0,9
ASC380,040589993805,15,10
ASC40,040589994000,0,6
ASC45,040589994512,4,3
ASC4570,040589994574,6,6
ASC65C,040589029627,12,9
ASG12,040589991207,11,16
ASG20,040589992006,12,6
ASM9,040589999005,87,33
FR18511,040589185118,0,0
FR1851136,040589002958,0,0
FR18512,040589185125,0,0
FR18581,040589185811,0,4
FR18582,040589185828,0,0
FR18601,040589186016,10,0
FRS18511,040589002996,2,0
FRS18581,040589003016,13,17
KPC50602,040589018867,2,0
KPC51002,040589018874,0,0
P1060,040589106007,0,0
P1090,040589109008,0,0
KR52628100,040589012612,0,0
KRC52206,040589018881,0,0
KRC52408,040589018898,0,0
R2010,040589201009,0,0
R2020,040589202006,0,0
R26128101,040589000282,0,0
R381401,040589027388,43,0
R382050,040589028484,20,0
R3820516,040589028491,0,0
R3880525,040589030012,0,0
R391050,040589030050,0,0
R392001,040589030036,0,0
R3980525,040589030043,0,0
R5-56110460,040589028231,0,0
R5-568804625,040589030029,0,0
R5-72000840,040589028330,0,0
R5-721108432,040589030340,0,0
R5-74110440,040589028286,0,0
R5-748804433,040589030692,57,10
R56115060,040589029726,7,0
R561150621,040589029733,5,0
R59110460,040589028194,1,0
R72000840,040589028309,9,0
R72000840S,040589029092,5,0
R72110840WA,040589028392,0,0
R721108432,040589030326,0,0
R74110440S,040589028255,18,0
R74115040,040589029740,0,0
R748804425,040589028248,0,0
RC5-72000840,040589028576,0,0
RS3200850,040589019826,9,0
RS72000840,040589028521,13,0
SAT73-22053,040589026039,0,0
SAT73-22250,040589026022,72,78
A1237,040589123707,3,0
A1330,040589133003,1,0
CR5-848804433,040589030708,6,3
CRS-358833L,040589030715,0,0
LS-BLK,864845000317,11,6
LS-DB,864845000324,59,32
Z2211TBRLS-BLK,,6,0
Z2211TBRLS-DB,,3,2
LC1,864845000300,66,22
LC1-MT,850006047369,11,8
LC1-P,850006047215,19,11
LC1-P-T,850006047239,5,5
LC1-SG,850006047413,17,31
LC1-T,850006047628,5,19
LC2,864845000386,21,20
LC2-SG,850006047116,15,19
P9-COP,,0,0
P9-BLK,850006047475,25,15
P9-ODG,850006047710,0,0
P9-SG,850006047727,0,0
P9-MFDE,850006047703,0,0
GL801-C-601102,719307215207,6,4
GL813-C-601106,719307215245,6,4
GL01,719307200241,0,1
GL101O,719307209633,0,4
GL101Y,719307209640,47,0
GL113-C-600784,719307212695,0,0
GL113-C-600785,719307212701,58,70
GL13-C-600777,719307212626,48,0
GL201-C-600649,719307211162,0,0
600661,719307211285,0,0
GL601-C-600836,719307213876,19,0
TA31F,719307300095,6,3
200028,719307400450,0,0
AC32064,719307613003,0,4
AC32085,719307615946,12,2
AC32092,719307616455,0,0
AC32096,719307616462,4,0
AC32098,719307616318,0,0
AC32099,719307616332,10,26
2800002,719307402973,1,0
2800001,719307402966,3,2
CC06-C-3100001,719307616370,0,3
CC07-C-3100002,719307616387,4,3
2900011,719307402980,1,1
2900015,719307403024,3,2
2900032,719307403062,2,2
2900040,719307403147,3,2
2900033,719307403369,2,0
2700003,719307402959,3,2
2700001,719307402904,2,1
2600001,719307616165,15,6
2200003,719307630161,6,4
2200005,719307630185,6,3
2200006,719307630192,6,4
2200052,719307616028,8,9
2200053,719307616035,6,5
2200057,719307616073,8,7
RM05G,719307609181,1,4
RM06-C-700672,719307614239,0,0
RM06-C-700696,719307614475,0,0
RM06-C-700780,719307615922,1,0
RM07-C-700679,719307614307,0,3
2500001,719307615779,14,14
2500002,719307615786,0,0
2500003,719307615793,0,0
TA11-D-100557,719307311855,20,4
100163,719307302754,2,1
100218,719307302945,1,2
100224,719307303027,3,2
100226,719307302068,3,2
100230,719307302075,3,2
400329,719307313880,3,2
400330,719307313897,3,2
400389,719307617193,3,2
400390,719307617209,3,2
400341,719307313934,3,0
400343,719307313958,3,2
200004,719307400207,3,2
200005,719307400429,4,3
200024,719307400511,0,0
200043,719307400535,3,2
200061,719307400290,3,2
200089,719307401655,3,2
2400012,719307617247,0,0
2400013,719307617131,0,0
GL804-C-601104,719307215221,35,0
AC50015,719307215436,15,0
AC32093,719307616288,22,15
AC32094,719307616301,29,16
AC32095,719307616295,4,7
AC32097,719307616325,25,11
98767,713780987675,16,11
20120,713780201207,0,0
20128,713780201283,0,5
20138,713780201382,0,0
20202,713780202020,0,0
20203-TRI,713780202037,0,0
20204,713780202044,0,0
20206,713780202068,0,0
20208,713780202082,0,0
23129,713780231297,2,5
23133,713780231334,0,0
23137,713780231372,0,0
23139,713780231396,0,0
23143,713780231433,10,6
23146,713780231464,3,7
23148,713780231488,4,1
23150,713780231501,4,4
23152,713780231525,5,2
23154,713780231549,2,0
23156,713780231563,0,0
23158,713780231587,0,0
23160,713780231600,0,0
23162,713780231624,0,0
23164,713780231648,0,0
24100,713780241005,0,1
24101,713780241012,9,3
24102,713780241029,2,5
24103,713780241036,4,2
24104,713780241043,3,2
24105,713780241050,2,9
24106,713780241067,5,9
24107,713780241074,5,4
24108,713780241081,2,1
24112,713780241128,0,2
24113,713780241135,5,2
24114,713780241142,7,4
24117,713780241173,4,3
24118,713780241180,13,4
24119,713780241197,3,1
24129,713780241296,0,0
24130,713780241302,3,0
24132,713780241326,7,1
24133,713780241333,7,5
24134,713780241340,6,3
24135,713780241357,10,0
24139,713780241395,5,2
24143,713780241432,3,0
24151,713780241517,10,3
24152,713780241524,2,0
24153,713780241531,7,10
24159,713780241593,4,4
24161,713780241616,9,7
24165,713780241654,0,0
24182,713780241821,3,0
24189,713780241890,5,1
24192,713780241920,2,0
24193,713780241937,3,0
24195,713780241951,1,0
24196,713780241968,2,0
24198,713780241982,0,0
24226-TRI,713780242262,5,0
24227,713780242279,5,0
24230,713780242309,2,0
24250,713780242507,1,2
24254,713780242545,0,0
24258-TRI,713780242583,0,1
24260-TRI,713780242606,0,0
24261,713780242613,0,2
24262,713780242620,0,0
24263-TRI,713780242637,1,4
24265-TRI,713780242651,0,0
24266,713780242668,0,1
24267,713780242675,0,0
24268,713780242682,0,0
24269,713780242699,3,3
30129,713780301297,0,0
30206-TRI,713780302065,0,0
30288,713780302881,0,0
30418,713780304182,0,0
33102,713780331027,6,1
33104,713780331041,3,0
33106,713780331065,2,2
33108,713780331089,2,3
33110,713780331102,5,0
33112,713780331126,3,4
33114-TRI,713780331140,4,2
33116,713780331164,8,2
33118,713780331188,5,5
35220,713780352206,3,0
35222,713780352220,7,2
35224,713780352244,3,2
35226,713780352268,2,1
35228,713780352282,2,0
35411,713780354118,4,0
35412,713780354125,3,2
35414,713780354149,4,5
35416,713780354163,8,5
35418,713780354187,0,0
35420,713780354200,3,6
35425,713780354255,0,3
35430,713780354309,3,5
35433,713780354330,6,0
35436,713780354361,0,0
35439,713780354392,5,4
38012,713780380124,10,15
38020,713780380209,5,3
38028,713780380285,4,4
38041,713780380414,2,3
38112,713780381121,6,4
38120,713780381206,5,1
38128,713780381282,1,3
38141,713780381411,7,5
98527,713780985275,0,0
98738,713780987385,29,17
98739,713780987392,14,9
98740,713780987408,22,19
98750,713780987507,0,0
98751,713780987514,0,0
98753,713780987538,0,0
98754,713780987545,0,0
98756,713780987569,0,0
98757,713780987576,0,0
98765,713780987651,14,12
98768,713780987682,10,7
98769,713780987699,15,10
25122,713780251226,30,0
25125,713780251257,0,0
30128-TRI,713780301280,0,0
TS-12X-SFP,811069022120,1,0
TS-8X-RBR,811069021550,0,0
TS-8X-SFP,811069021642,1,0
TSR-1X-QD,811069022205,25,43
2211132,723364111327,3,15
2230036,723364300363,5,5
2252661,723364526619,22,6
2254052,723364540523,57,7
2251325,723364513251,4,0
2251326,723364513268,0,3
2251384,723364513848,20,12
2251814,723364518140,0,0
2251823,723364518232,6,6
2252301,723364523014,2,0
2252309,723364523090,5,0
2253019,723364530197,0,0
2254046,723364540462,6,0
2255005,723364550058,6,0
2255201,723364552014,7,6
2255209,723364552090,6,6
2255213,723364552137,4,2
2211284,723364112843,17,99+
2252663,723364526633,15,11
2244245,723364442452,33,43
2252300,723364523007,54,0
2252304,723364523045,12,13
2252306,723364523069,98,14
2252308,723364523083,8,18
2252416,723364524165,60,36
2253004,723364530043,13,2
2253017,723364530173,9,2
2253024,723364530241,0,26
2254020,723364540202,5,11
2254045,723364540455,3,0
2254051,723364540516,5,4
2254806,723364548062,31,23
2255004,723364550041,4,12
2255050,723364550508,4,29
2255051,723364550515,3,2
2255200,723364552007,0,0
2255208,723364552083,1,0
2255212,723364552120,6,15
2255214,723364552144,0,0
2256010,723364560101,0,3
2292112,723364921124,11,0
2244001,723364440014,11,60
2244020,723364440205,0,6
2244241,723364442414,16,1
2251318,723364513183,0,9
2251323,723364513237,1,2
2251324,723364513244,25,0
2251365,723364513657,0,0
2251378,723364513787,2,3
2251383,723364513831,20,17
2251389,723364513893,3,4
2251813,723364518133,7,3
2251817,723364518171,6,6
2251820,723364518201,4,6
2251822,723364518225,27,13
2252157,723364521577,8,9
2252310,723364523106,20,6
2252312,723364523120,51,47
2252635,723364526350,1,3
2252660,723364526602,0,32
2252662,723364526626,11,23
2252668,723364526688,21,33
2254825,723364548253,0,19
2254828,723364548284,1,2
2254829,723364548291,0,0
2254835,723364548352,0,0
2280193-6,723364801938,1,59
2280203,723364802034,60,51
2292130,723364921308,15,15
2252412,723364524127,11,15
2244233,723364442339,54,23
2252604,723364526046,1,1
2252605,723364526053,3,0
2252413,723364524134,0,1
223WYBR0004,811069028962,0,5
223WYBR0005,811069028955,4,0
223WYBR0006-FDE,811069028511,99+,84
223WYFS0000,811069028535,0,7
223WYFS0001,811069028542,0,0
223WYFS0001-ODG,811069028702,0,2
223WYFS0001-STG,811069028580,0,2
223WYFS0001-VRB,811069028665,0,2
223WYFS0003,811069028566,0,2
1135994,661120260202,59,32
1135995,661120260219,90,7
1135997,661120260233,34,14
1135998,661120260240,46,42
1135999,661120260257,53,15
1136003,661120260295,48,20
1136004,661120260301,59,5
1136005,661120260318,28,14
1100086,661120075882,49,42
1100092,661120075943,88,27
1116434,661120078944,14,25
1116438,661120078968,84,13
LB7,044356014038,34,0
1183266,661120653448,0,4
1183287,661120653530,7,0
1183292,661120653578,55,12
1200439,661120747840,0,0
1200442,661120747871,0,0
1200443,661120747888,0,0
1200446,661120747918,0,0
1200448,661120747932,0,0
P12552,663306125527,24,0
P14048,663306140483,40,13
P20035,663306200354,16,2
P20040,663306200408,57,8
P20045,663306200453,10,30
P20305,663306203058,16,7
P21009,663306210094,57,37
P21011,663306210117,45,39
P21013,663306210131,81,75
P21102,663306211022,19,9
P21103,663306211039,6,5
P21104,663306211046,10,7
P21105,663306211053,29,9
P21106,663306211060,10,0
P21107,663306211077,30,16
P21108,663306211084,39,3
P21122,663306211220,15,8
P21123,663306211237,19,2
P21124,663306211244,13,6
P21211,663306212111,36,19
P21411,663306214115,0,0
P21711,663306217116,54,24
P21713,663306217130,95,85
P22320,663306223209,13,7
P23205,663306232058,31,15
P26107,663306261072,30,15
P26108,663306261089,30,20
P26207,663306262079,30,17
P26208,663306262086,30,20
P26307,663306263076,30,20
P26308,663306263083,30,20
P30024,663306300245,28,8
P30028,663306300283,21,11
P30032,663306300320,16,13
P30036,663306300368,12,18
P30042,663306300429,21,18
P51515,663306515151,4,4
VC3SN-0456,810162018566,4,4
VC3SN-0540,840300700534,1,8
VC3SN-0541,840300700541,3,8
VC45SN-6-HBW,810162016517,0,0
VC45SN-B6-HG-TS,810162017361,3,6
VC4LLV-0025,810162019426,0,0
VC4LLV-6-C-B-TS,810162014520,20,0
VF4H-0001,810162018504,9,0
VF4H-0002,810162018511,0,4
VF4H-0097,840300700466,0,0
VF4M-0017,810162018221,2,5
VF4M-0018,810162018214,11,11
VF4M-0026,810162018368,0,2
VF4M-0027,810162018290,0,5
VF4M-0031,810162018306,4,3
VF4M-0048,810162018399,8,3
VF4M-0049,810162018405,8,1
VF4M-0063,810162019389,10,1
VF4M-0064,810162019372,10,5
VF4M0098,810162018573,0,0
VF4M-6X,810162019631,9,3
VF4M-X,810162019396,12,6
VCB-LR-B,810162017330,0,0
VCB-M2-B,810162017620,0,0
VCB-M2-FDE,810162017637,0,0
VCF-LR-BG,810162015664,0,0
VCR-0131,810162018931,2,3
VCR-0132,810162018924,0,0
VCR-0159,810162019068,0,0
VCS-0405,840300700794,0,0
VCS-0406,840300700800,0,0
VF-ORYX,810162019525,0,0
VFVT2-B,810162019969,0,0
VFVT2-HMR,810162019952,1,1
VFVT2-LR,840300700039,0,0
VFVT2-WMR,810162019945,4,6
VC2BT-G,810162013752,0,4
VC4AK,810162014407,4,0
VC4AK-ST,810162017293,0,5
VC4BT-B,810162015183,10,1
VCTP-1-B-10,810162010904,6,3
VCTP-1-FDE-10,810162017798,3,1
VCTP-1-OD-10,810162013615,2,1
VCTP-1-S-10,810162010911,2,0
Z2022WAI2793954,,0,0
Z2022WAI2794004,,1,0
Z2023WAI5086200,,6,2
Z2023WAI5106000,,5,30
Z2023WAI512602,,0,55
Z2023WAI576610,,5,5
Z2023WAI576630,,46,34
2793954,723364203886,0,0
2794004,723364203879,0,0
WAI-ADJ,,0,0
2805961,723364209369,4,9
2807076,723364209352,72,0
2807076TNS,723364213526,0,0
2807696,723364210525,0,0
2842475,723364216954,18,16
2842521,723364216152,0,0
2842734,723364220784,33,14
2844176,723364216176,0,0
2844222,723364216985,76,46
2846926,723364215940,10,5
2846942,723364215926,4,4
2846951,723364215933,13,2
2849313,723364220791,26,19
2851229,723364216961,24,17
2851237,723364218262,13,14
2858363,723364227080,4,12
2858371,723364227097,3,10
2858380,723364227103,0,11
2858398,723364227110,6,0
2858401,723364227127,12,7
2858410,723364227134,21,4
2858428,723364227059,0,0
2858436,723364227073,9,4
